0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7,0,6,6,6,6,6,6,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,7,1,7,7,7,7,7,7,7,7,5,7,7,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,0,7,7,7,0,5,5,7,4,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,0,0,5,5,3,4,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,0,0,5,3,4,4,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,0,0,4,4,4,4,5,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,0,4,0,5,4,5,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,0,4,5,5,5,5,5,5,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,1,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,1,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
