128,128,128,128,128,0,0,0,0,0,0,0,0,0,0,128,128,128,128,128
128,128,128,128,128,0,0,0,0,0,0,0,0,0,0,128,128,128,128,128
128,128,128,128,128,0,0,0,0,0,0,0,0,0,0,128,128,128,128,128
128,128,128,128,128,0,0,0,0,0,0,0,0,0,0,128,128,128,128,128
133,133,133,133,133,0,0,0,0,0,0,0,0,0,0,133,133,133,133,133
136,136,136,136,136,0,0,0,0,0,0,0,0,0,0,136,136,136,136,136
136,136,136,136,136,0,0,0,0,0,0,0,0,0,0,136,136,136,136,136
139,140,141,142,143,0,0,0,0,0,0,0,0,0,0,144,142,139,140,141
145,146,147,148,0,0,0,0,0,0,0,0,0,0,0,0,149,145,146,147
150,151,152,153,0,0,0,0,0,0,0,0,0,0,0,0,130,150,159,159
159,155,156,153,0,0,0,0,0,0,0,0,0,0,0,0,154,159,151,152
145,159,159,157,0,0,0,0,0,0,0,0,0,0,0,0,158,145,155,156
,
