32,32,32,35,36,2,3,4,8,9,10,11,5,6,7,37,38,32,32,32
32,32,32,33,0,20,0,0,12,13,14,15,0,0,21,0,34,32,32,32
32,32,35,36,0,20,22,22,16,17,18,19,22,22,21,0,37,38,32,32
32,32,33,0,0,23,0,0,0,0,0,0,0,0,24,0,0,34,32,32
32,35,36,0,0,23,64,65,66,67,68,69,70,71,24,0,0,37,38,32
32,32,33,0,0,23,72,73,74,75,76,77,78,79,24,0,0,34,32,32
32,35,36,0,0,23,80,81,82,83,84,85,86,87,24,0,0,37,38,32
39,40,41,42,43,23,88,89,90,91,92,93,94,95,24,45,46,47,48,49
51,51,51,51,52,23,96,97,98,99,100,101,102,103,24,53,54,54,54,54
54,54,54,54,56,23,104,105,106,107,108,109,110,111,24,57,51,51,51,51
51,51,51,59,60,23,112,113,114,115,116,117,118,119,24,60,61,54,55,54
54,54,52,60,0,23,0,0,0,0,0,0,0,0,24,0,60,53,51,51

