128,129,130,131,132,0,0,0,0,0,0,0,0,0,0,135,136,137,128,129
128,129,130,131,132,0,0,0,0,0,0,0,0,0,0,135,136,137,128,129
128,129,130,131,132,0,0,0,0,0,0,0,0,0,0,135,136,137,128,129
128,129,130,131,132,0,0,0,0,0,0,0,0,0,0,135,136,137,128,129
128,129,130,131,132,0,0,0,0,0,0,0,0,0,0,135,136,137,128,129
128,129,130,131,132,0,0,0,0,0,0,0,0,0,0,135,136,137,128,129
128,129,130,131,132,0,0,0,0,0,0,0,0,0,0,135,136,137,128,129
128,129,130,131,132,0,0,0,0,0,0,0,0,0,0,135,136,137,128,129
138,139,139,140,141,0,0,0,0,0,0,0,0,0,0,141,140,142,138,138
138,139,145,147,148,0,0,0,0,0,0,0,0,0,0,149,146,150,142,138
144,145,146,147,148,0,0,0,0,0,0,0,0,0,0,149,146,146,150,144
143,143,144,145,146,0,0,0,0,0,0,0,0,0,0,0,146,150,144,143
,
