128,128,128,131,132,0,0,0,0,0,0,0,0,0,0,133,134,128,128,128
128,128,128,129,0,0,0,0,0,0,0,0,0,0,0,0,130,128,128,128
128,128,131,132,0,0,0,0,0,0,0,0,0,0,0,0,133,134,128,128
128,128,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,128,128
128,131,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,134,128
128,128,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,128,128
128,131,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,134,128
135,136,137,138,139,0,0,0,0,0,0,0,0,0,0,141,142,143,144,145
147,147,147,147,148,0,0,0,0,0,0,0,0,0,0,149,150,150,150,150
150,150,150,150,152,0,0,0,0,0,0,0,0,0,0,153,147,147,147,147
147,147,147,155,156,0,0,0,0,0,0,0,0,0,0,156,157,150,151,150
150,150,148,156,0,0,0,0,0,0,0,0,0,0,0,0,156,149,147,147

