128,129,130,129,130,0,0,0,0,0,0,0,0,0,0,134,133,134,133,134
128,135,130,135,130,0,0,0,0,0,0,0,0,0,0,134,138,134,138,134
128,135,130,135,130,0,0,0,0,0,0,0,0,0,0,134,138,134,138,134
128,135,130,135,130,0,0,0,0,0,0,0,0,0,0,134,138,134,138,134
128,135,130,135,130,0,0,0,0,0,0,0,0,0,0,134,138,134,138,134
128,135,130,135,130,0,0,0,0,0,0,0,0,0,0,134,138,134,138,134
128,135,130,135,130,0,0,0,0,0,0,0,0,0,0,134,138,134,138,134
128,139,130,139,130,0,0,0,0,0,0,0,0,0,0,134,142,134,142,134
143,143,143,144,145,0,0,0,0,0,0,0,0,0,0,146,147,143,143,143
148,148,149,150,151,0,0,0,0,0,0,0,0,0,0,152,153,154,148,148
148,149,150,151,0,0,0,0,0,0,0,0,0,0,0,0,152,153,154,148
149,150,155,156,0,0,0,0,0,0,0,0,0,0,0,0,157,158,153,154

