32,33,34,33,34,2,3,4,8,9,10,11,5,6,7,38,37,38,37,38
32,39,34,39,34,20,0,0,12,13,14,15,0,0,21,38,42,38,42,38
32,39,34,39,34,20,22,22,16,17,18,19,22,22,21,38,42,38,42,38
32,39,34,39,34,23,0,0,0,0,0,0,0,0,24,38,42,38,42,38
32,39,34,39,34,23,64,65,66,67,68,69,70,71,24,38,42,38,42,38
32,39,34,39,34,23,72,73,74,75,76,77,78,79,24,38,42,38,42,38
32,39,34,39,34,23,80,81,82,83,84,85,86,87,24,38,42,38,42,38
32,43,34,43,34,23,88,89,90,91,92,93,94,95,24,38,46,38,46,38
47,47,47,48,49,23,96,97,98,99,100,101,102,103,24,50,51,47,47,47
52,52,53,54,55,23,104,105,106,107,108,109,110,111,24,56,57,58,52,52
52,53,54,55,0,23,112,113,114,115,116,117,118,119,24,0,56,57,58,52
53,54,59,60,0,23,0,0,0,0,0,0,0,0,24,0,61,62,57,58

