1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,3,4,1,5,6,0,0,0,0,7,8,9,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,13,14,1,1,1,15,16,17,0,0,0,0,18,19,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,23,24,1,1,1,25,26,27,28,0,0,0,29,30,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,34,1,1,1,35,36,37,38,39,40,41,0,0,0,42,43,44,45,46,0,0,0,0,0,0,0,0,0,0,0,0
47,1,1,1,1,48,49,50,51,52,53,54,55,56,33,57,58,59,60,61,0,0,0,0,0,0,0,0,0,0,0,0
62,1,1,1,1,63,64,65,66,67,57,68,69,33,68,68,59,68,70,60,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,71,72,73,74,33,75,76,33,77,78,79,68,68,68,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,80,81,82,1,83,84,68,85,86,68,87,88,89,90,91,92,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,93,94,95,96,1,97,98,99,100,101,102,103,104,105,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,106,107,68,108,109,1,110,111,112,113,114,115,116,117,118,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,119,120,68,121,1,1,1,1,122,123,124,125,126,68,127,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
