1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0
1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,8,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,10,11,0,0,0,12,13,0,0,0,0,0,0,14,15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,0,0,0,0,18,19,0,0,0,0,0,0,0,20,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,23,24,25,26,27,28,0,0,0,29,30,31,32,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,35,36,37,38,39,40,41,42,0,43,44,45,46,47,48,33,1,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,50,51,52,53,54,55,56,57,0,58,59,60,61,14,62,63,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,15,1,0,0,0,0,0,0,0,0,0,0,0,0
97,0,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,21,0,0,0,0,0,0,0,0,0,0,0,0
115,0,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
